member_id,engagement_score,home_studio_region,gender,age,membership_tenure_months,avg_weekly_classes_last_6_months,num_unique_class_types_attended,auto_renew_enabled,last_attended_30_days_flag,monthly_membership_cost,referral_source,is_churned,studio_name,studio_id,address_full
M0482,52,Region_7,Female,45.04312115,21,2.192307692,4,1,1,169,Friend,0,Lowry,STUDIO_009,"200 QUEBEC ST, Denver, CO 80230"
M0483,48,Region_7,Female,33.65366188,4,2.625,4,1,1,169,Online Ad,1,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M0484,43,Region_2,Non-binary,54.85284052,31,0.846153846,4,1,1,169,Social Media,0,Denver Highlands,STUDIO_005,"3300 W 32ND AVENUE, Denver, CO 80211"
M0485,55,Region_4,Non-binary,48.09856263,35,1.769230769,4,1,1,169,Social Media,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0486,56,Region_0,Female,42.08898015,37,1.807692308,4,0,1,229,Community Event,0,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M0487,51,Region_0,Non-binary,62.51882272,1,3.137931034,4,1,1,229,Community Event,1,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M0488,74,Region_5,Female,51.93976728,65,2.153846154,4,1,1,229,Walk-in,1,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M0489,37,Region_2,Male,41.54414784,5,1.480769231,4,1,1,229,Walk-in,1,Highlands Ranch,STUDIO_014,"1493 PARK CENTRAL DR, Highlands Ranch, CO 80129"
M0490,49,Region_1,Non-binary,53.91101985,15,2.192307692,4,1,1,129,Community Event,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0491,66,Region_4,Female,57.28131417,62,1.576923077,4,1,1,169,Online Ad,1,Castle Rock,STUDIO_015,"3990 LIMELIGHT AVE, Castle Rock, CO 80109"
M0492,54,Region_7,Non-binary,22.73237509,24,2.269230769,4,0,1,229,Online Ad,0,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M0493,72,Region_2,Non-binary,46.47227926,38,3.307692308,4,1,1,229,Employer Program,0,Highlands Ranch,STUDIO_014,"1493 PARK CENTRAL DR, Highlands Ranch, CO 80129"
M0494,48,Region_4,Female,19.1266256,41,0.846153846,4,1,1,169,Community Event,0,Lowry,STUDIO_009,"200 QUEBEC ST, Denver, CO 80230"
M0495,62,Region_5,Male,58.14099932,2,4.106666667,4,1,1,229,Online Ad,0,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M0496,80,Region_0,Male,20.20533881,61,3.0,4,1,1,169,Friend,0,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M0497,49,Region_3,Female,49.83436003,4,2.714285714,4,1,1,229,Social Media,0,Denver Highlands,STUDIO_005,"3300 W 32ND AVENUE, Denver, CO 80211"
M0498,42,Region_4,Female,63.92607803,7,1.923076923,4,1,1,129,Community Event,0,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M0499,81,Region_6,Female,59.33196441,32,4.538461538,4,1,1,169,Walk-in,1,Castle Rock,STUDIO_015,"3990 LIMELIGHT AVE, Castle Rock, CO 80109"
M0500,57,Region_4,Non-binary,52.94455852,39,1.807692308,4,1,1,229,Social Media,0,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M0501,40,Region_2,Female,31.17043121,26,0.769230769,4,1,1,169,Online Ad,1,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M0502,46,Region_8,Non-binary,33.23750856,36,0.846153846,4,1,1,129,Walk-in,0,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M0503,77,Region_3,Female,43.92334018,33,4.115384615,4,1,1,169,Social Media,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0504,84,Region_0,Female,60.99110198,41,4.423076923,4,0,1,169,Online Ad,1,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M0505,77,Region_8,Male,20.38877481,54,3.038461538,4,1,1,169,Online Ad,0,Highlands Ranch,STUDIO_014,"1493 PARK CENTRAL DR, Highlands Ranch, CO 80129"
M0506,86,Region_4,Non-binary,38.56262834,58,3.769230769,4,1,1,129,Friend,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0507,53,Region_2,Male,62.08350445,32,1.769230769,4,1,1,229,Walk-in,0,Castle Rock,STUDIO_015,"3990 LIMELIGHT AVE, Castle Rock, CO 80109"
M0508,99,Region_1,Non-binary,25.37166324,65,4.730769231,4,1,1,229,Social Media,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0509,64,Region_6,Male,27.9890486,61,1.384615385,4,0,1,169,Friend,0,Lowry,STUDIO_009,"200 QUEBEC ST, Denver, CO 80230"
M0510,47,Region_1,Female,53.71663244,34,1.038461538,4,0,1,229,Social Media,1,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0511,48,Region_7,Male,22.30527036,16,2.0,4,1,1,229,Other,1,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M0512,59,Region_6,Male,56.74743326,64,0.730769231,4,1,1,129,Community Event,1,Lowry,STUDIO_009,"200 QUEBEC ST, Denver, CO 80230"
M0513,91,Region_2,Female,58.40383299,63,4.038461538,4,1,1,229,Social Media,0,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M0514,74,Region_7,Male,22.89664613,44,3.230769231,4,1,1,229,Friend,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0515,40,Region_1,Non-binary,43.46885695,3,1.884615385,4,1,1,129,Community Event,0,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M0516,37,Region_7,Non-binary,21.16632444,14,1.038461538,4,1,1,229,Social Media,0,Lowry,STUDIO_009,"200 QUEBEC ST, Denver, CO 80230"
M0517,65,Region_3,Female,54.75701574,13,3.923076923,4,1,1,169,Friend,1,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0518,65,Region_8,Male,26.275154,23,3.384615385,4,1,1,229,Partnership,0,Highlands Ranch,STUDIO_014,"1493 PARK CENTRAL DR, Highlands Ranch, CO 80129"
M0519,52,Region_6,Female,29.96303901,44,1.0,4,1,1,129,Friend,1,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M0520,62,Region_7,Non-binary,46.99520876,44,2.076923077,4,1,1,169,Partnership,1,Denver Highlands,STUDIO_005,"3300 W 32ND AVENUE, Denver, CO 80211"
M0521,68,Region_8,Non-binary,60.74195756,9,4.384615385,4,1,1,229,Partnership,1,Highlands Ranch,STUDIO_014,"1493 PARK CENTRAL DR, Highlands Ranch, CO 80129"
M0522,55,Region_1,Male,61.89185489,2,3.452054795,4,1,1,169,Walk-in,0,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M0523,66,Region_2,Female,26.41204654,14,3.961538462,4,1,1,129,Community Event,1,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0524,73,Region_3,Female,24.5338809,22,4.230769231,4,1,1,129,Community Event,1,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M0525,78,Region_2,Male,61.49212868,63,2.692307692,4,1,1,129,Employer Program,1,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0526,56,Region_2,Non-binary,43.84120465,27,2.346153846,4,1,1,229,Employer Program,1,Highlands Ranch,STUDIO_014,"1493 PARK CENTRAL DR, Highlands Ranch, CO 80129"
M0527,51,Region_8,Non-binary,39.01711157,42,1.038461538,4,1,1,129,Employer Program,0,Denver Highlands,STUDIO_005,"3300 W 32ND AVENUE, Denver, CO 80211"
M0528,52,Region_8,Female,31.67145791,6,2.961538462,4,1,1,169,Employer Program,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0529,59,Region_6,Male,32.32580424,31,2.423076923,4,1,1,169,Other,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0530,34,Region_3,Female,39.16769336,12,0.846153846,4,1,1,169,Online Ad,1,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M0531,66,Region_0,Male,53.0294319,70,1.153846154,4,1,1,169,Community Event,1,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M0532,75,Region_2,Male,49.5687885,71,2.0,4,0,1,169,Online Ad,0,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M0533,73,Region_4,Non-binary,57.35249829,16,4.538461538,4,1,1,229,Social Media,0,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M0534,58,Region_2,Non-binary,25.53045859,34,2.115384615,4,1,1,229,Online Ad,1,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M0535,29,Region_3,Male,62.07255305,11,0.423076923,4,1,1,169,Friend,1,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0536,85,Region_1,Female,19.83572895,45,4.269230769,4,1,1,169,Walk-in,1,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M0537,74,Region_6,Male,42.12183436,43,3.269230769,4,1,1,229,Online Ad,0,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M0538,35,Region_3,Non-binary,37.34976044,1,1.473684211,4,1,1,169,Online Ad,1,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M0539,34,Region_0,Female,56.39151266,8,1.0,4,1,1,129,Partnership,0,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M0540,45,Region_5,Non-binary,54.73785079,11,1.961538462,4,1,1,229,Online Ad,1,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0541,79,Region_1,Non-binary,45.24845996,53,3.346153846,4,1,1,169,Friend,1,Lowry,STUDIO_009,"200 QUEBEC ST, Denver, CO 80230"
M0542,3,Region_1,Male,21.01300479,6,0.0,0,1,0,129,Online Ad,1,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M0543,67,Region_1,Male,22.11635866,29,3.346153846,4,1,1,169,Social Media,1,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M0544,38,Region_5,Male,52.49555099,10,1.346153846,4,1,1,169,Online Ad,1,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M0545,58,Region_6,Non-binary,38.38740589,40,1.807692308,4,1,1,169,Online Ad,0,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M0546,61,Region_7,Female,20.81314168,20,3.115384615,4,1,1,169,Friend,1,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0547,44,Region_2,Male,36.72279261,8,2.0,4,1,1,169,Community Event,1,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M0548,63,Region_6,Male,55.42505133,57,1.538461538,4,1,1,229,Online Ad,0,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M0549,67,Region_0,Non-binary,33.86447639,52,2.115384615,4,1,1,169,Community Event,0,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M0550,66,Region_5,Female,53.15811088,33,2.961538462,4,0,1,169,Online Ad,0,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M0551,66,Region_3,Male,22.75975359,3,4.454545455,4,1,1,229,Online Ad,0,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M0552,65,Region_8,Male,42.51334702,45,2.307692308,4,1,1,229,Walk-in,1,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0553,39,Region_6,Male,48.12867899,15,1.230769231,4,1,1,229,Friend,0,Highlands Ranch,STUDIO_014,"1493 PARK CENTRAL DR, Highlands Ranch, CO 80129"
M0554,53,Region_0,Male,52.58590007,40,1.384615385,4,1,1,169,Social Media,0,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M0555,41,Region_2,Female,35.78097194,24,0.961538462,4,1,1,169,Online Ad,1,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0556,42,Region_8,Male,40.88158795,2,2.153846154,4,0,1,169,Online Ad,0,Castle Rock,STUDIO_015,"3990 LIMELIGHT AVE, Castle Rock, CO 80109"
M0557,67,Region_8,Female,34.2696783,14,4.0,4,1,1,169,Employer Program,0,Highlands Ranch,STUDIO_014,"1493 PARK CENTRAL DR, Highlands Ranch, CO 80129"
M0558,70,Region_8,Female,24.50102669,29,3.615384615,4,1,1,169,Social Media,0,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M0559,62,Region_3,Female,43.43874059,24,3.038461538,4,1,1,129,Other,1,Lowry,STUDIO_009,"200 QUEBEC ST, Denver, CO 80230"
M0560,53,Region_5,Female,19.84394251,2,3.230769231,4,1,1,229,Employer Program,0,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M0561,62,Region_6,Male,52.92539357,17,3.384615385,4,1,1,169,Community Event,1,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0562,67,Region_2,Non-binary,36.05475702,54,2.0,4,1,1,169,Friend,0,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M0563,85,Region_3,Female,37.23203285,71,2.961538462,4,1,1,169,Walk-in,1,Castle Rock,STUDIO_015,"3990 LIMELIGHT AVE, Castle Rock, CO 80109"
M0564,48,Region_8,Male,37.59342916,3,2.722222222,4,1,1,169,Social Media,1,Castle Rock,STUDIO_015,"3990 LIMELIGHT AVE, Castle Rock, CO 80109"
M0565,94,Region_7,Female,55.50718686,62,4.346153846,4,1,1,169,Online Ad,0,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M0566,36,Region_6,Non-binary,56.39972621,14,0.961538462,4,1,1,229,Online Ad,0,Castle Rock,STUDIO_015,"3990 LIMELIGHT AVE, Castle Rock, CO 80109"
M0567,68,Region_5,Non-binary,35.01163587,59,1.884615385,4,1,1,169,Friend,0,Highlands Ranch,STUDIO_014,"1493 PARK CENTRAL DR, Highlands Ranch, CO 80129"
M0568,30,Region_2,Non-binary,63.82477755,48,0.615384615,4,1,0,229,Community Event,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0569,79,Region_8,Male,35.54825462,49,3.5,4,1,1,229,Partnership,0,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M0570,44,Region_2,Male,60.90349076,28,1.038461538,4,1,1,229,Online Ad,0,Castle Rock,STUDIO_015,"3990 LIMELIGHT AVE, Castle Rock, CO 80109"
M0571,67,Region_7,Male,29.36344969,31,3.153846154,4,1,1,229,Friend,0,Lowry,STUDIO_009,"200 QUEBEC ST, Denver, CO 80230"
M0572,32,Region_8,Non-binary,43.39219713,1,1.217391304,3,1,1,229,Partnership,1,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M0573,63,Region_2,Non-binary,54.31622177,14,3.653846154,4,1,1,169,Employer Program,0,Highlands Ranch,STUDIO_014,"1493 PARK CENTRAL DR, Highlands Ranch, CO 80129"
M0574,65,Region_5,Non-binary,20.12867899,53,1.884615385,4,1,1,169,Online Ad,0,Highlands Ranch,STUDIO_014,"1493 PARK CENTRAL DR, Highlands Ranch, CO 80129"
M0575,84,Region_6,Male,28.12594114,45,4.192307692,4,1,1,129,Partnership,0,Highlands Ranch,STUDIO_014,"1493 PARK CENTRAL DR, Highlands Ranch, CO 80129"
M0576,55,Region_5,Non-binary,39.32648871,11,2.961538462,4,0,1,129,Social Media,1,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M0577,66,Region_7,Non-binary,39.50444901,28,3.230769231,4,1,1,229,Online Ad,1,Lowry,STUDIO_009,"200 QUEBEC ST, Denver, CO 80230"
M0578,56,Region_3,Male,45.58521561,7,3.269230769,4,1,1,229,Online Ad,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0579,49,Region_0,Female,19.94798084,47,0.576923077,4,1,1,169,Online Ad,0,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M0580,82,Region_4,Female,35.22518823,62,3.153846154,4,1,1,229,Employer Program,0,Lowry,STUDIO_009,"200 QUEBEC ST, Denver, CO 80230"
M0581,55,Region_7,Male,40.30116359,9,3.076923077,4,0,1,129,Social Media,0,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M0582,58,Region_1,Male,38.19575633,36,2.076923077,4,1,1,169,Friend,0,Lowry,STUDIO_009,"200 QUEBEC ST, Denver, CO 80230"
M0583,0,Region_8,Non-binary,41.6,1,0.0,0,1,0,229,Community Event,1,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0584,94,Region_8,Female,54.81998631,68,4.0,4,0,1,169,Friend,0,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M0585,77,Region_1,Non-binary,54.49418207,33,4.076923077,4,1,1,229,Community Event,0,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M0586,71,Region_6,Non-binary,41.77138946,71,1.576923077,4,1,1,169,Community Event,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0587,64,Region_4,Non-binary,56.58042437,24,3.269230769,4,1,1,229,Other,0,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M0588,90,Region_1,Male,41.57152635,61,4.038461538,4,1,1,129,Friend,0,Castle Rock,STUDIO_015,"3990 LIMELIGHT AVE, Castle Rock, CO 80109"
M0589,45,Region_2,Male,59.30184805,1,2.509433962,4,1,1,169,Online Ad,1,Lowry,STUDIO_009,"200 QUEBEC ST, Denver, CO 80230"
M0590,68,Region_0,Non-binary,28.72826831,2,4.76,4,1,1,229,Online Ad,1,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M0591,31,Region_5,Non-binary,48.06297057,6,0.807692308,4,1,1,129,Friend,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0592,49,Region_2,Non-binary,23.816564,23,1.846153846,4,1,1,229,Social Media,1,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M0593,98,Region_6,Female,58.34907598,69,4.384615385,4,0,1,169,Community Event,0,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M0594,62,Region_4,Female,54.52429843,27,2.923076923,4,1,1,169,Employer Program,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0595,66,Region_2,Female,53.16632444,28,3.230769231,4,0,1,229,Partnership,0,Castle Rock,STUDIO_015,"3990 LIMELIGHT AVE, Castle Rock, CO 80109"
M0596,23,Region_0,Male,39.43600274,1,0.333333333,1,1,1,129,Friend,1,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M0597,89,Region_2,Male,45.05954825,66,3.692307692,4,1,1,169,Partnership,0,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M0598,32,Region_6,Female,39.43874059,25,0.038461538,1,0,1,169,Social Media,1,Highlands Ranch,STUDIO_014,"1493 PARK CENTRAL DR, Highlands Ranch, CO 80129"
M0599,74,Region_5,Male,50.0862423,52,2.807692308,4,1,1,229,Employer Program,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0600,89,Region_1,Non-binary,20.90075291,56,4.153846154,4,1,1,129,Friend,0,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M0601,50,Region_5,Female,62.56810404,3,2.873684211,4,1,1,169,Friend,1,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M0602,70,Region_3,Female,51.37850787,62,1.923076923,4,1,1,229,Partnership,0,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M0603,37,Region_7,Female,38.16016427,30,0.230769231,3,1,1,169,Walk-in,1,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M0604,4,Region_2,Male,54.68309377,8,0.0,0,1,0,129,Walk-in,1,Highlands Ranch,STUDIO_014,"1493 PARK CENTRAL DR, Highlands Ranch, CO 80129"
M0605,63,Region_7,Female,25.33333333,30,2.807692308,4,1,1,229,Community Event,1,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M0606,57,Region_8,Male,49.2019165,3,3.606060606,4,1,1,229,Partnership,1,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M0607,75,Region_7,Female,29.50581793,70,2.076923077,4,0,1,229,Online Ad,0,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M0608,76,Region_3,Male,46.47501711,46,3.384615385,4,1,1,169,Friend,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0609,76,Region_0,Non-binary,59.85489391,36,3.846153846,4,1,1,129,Friend,0,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M0610,54,Region_4,Non-binary,55.24435318,29,2.0,4,1,1,229,Employer Program,0,Denver Highlands,STUDIO_005,"3300 W 32ND AVENUE, Denver, CO 80211"
M0611,47,Region_7,Male,47.16221766,34,1.038461538,4,1,1,229,Social Media,0,Lowry,STUDIO_009,"200 QUEBEC ST, Denver, CO 80230"
M0612,64,Region_1,Non-binary,48.59411362,23,3.269230769,4,0,1,169,Partnership,1,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M0613,59,Region_7,Male,25.61806982,16,3.153846154,4,1,1,169,Online Ad,0,Lowry,STUDIO_009,"200 QUEBEC ST, Denver, CO 80230"
M0614,61,Region_6,Female,55.57289528,19,3.192307692,4,1,1,169,Online Ad,0,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M0615,75,Region_7,Female,63.35660507,51,2.961538462,4,1,1,169,Friend,0,Lowry,STUDIO_009,"200 QUEBEC ST, Denver, CO 80230"
M0616,52,Region_7,Male,61.10335387,5,3.006134969,4,1,1,169,Partnership,1,Castle Rock,STUDIO_015,"3990 LIMELIGHT AVE, Castle Rock, CO 80109"
M0617,62,Region_4,Female,49.22655715,65,1.038461538,4,1,1,229,Social Media,0,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M0618,67,Region_6,Female,37.20465435,56,1.961538462,4,0,1,169,Online Ad,0,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M0619,55,Region_6,Male,37.24024641,15,2.769230769,4,1,1,229,Partnership,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0620,52,Region_3,Female,58.67488022,23,2.076923077,4,0,1,229,Employer Program,1,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M0621,46,Region_6,Female,41.68104038,3,2.531914894,4,1,1,229,Walk-in,0,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M0622,69,Region_8,Female,48.57221081,63,1.807692308,4,1,1,229,Friend,1,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M0623,46,Region_2,Non-binary,26.81451061,39,0.692307692,4,1,1,169,Online Ad,1,Castle Rock,STUDIO_015,"3990 LIMELIGHT AVE, Castle Rock, CO 80109"
M0624,69,Region_8,Male,41.73305955,27,3.576923077,4,0,1,129,Walk-in,0,Hilltop Village,STUDIO_006,"4243 E 136TH AVE, Thornton, CO 80602"
M0625,99,Region_8,Non-binary,30.49144422,71,4.384615385,4,1,1,229,Friend,0,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M0626,94,Region_3,Non-binary,19.37303217,59,4.461538462,4,1,1,229,Social Media,0,Applewood Village,STUDIO_008,"3244 YOUNGFIELD ST, Wheat Ridge, CO 80033"
M0627,66,Region_8,Male,25.35523614,70,1.153846154,4,1,1,169,Friend,1,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0628,45,Region_2,Female,35.38398357,16,1.730769231,4,1,1,169,Community Event,0,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M0629,44,Region_1,Female,49.59616701,5,2.165745856,4,1,1,129,Partnership,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0630,28,Region_1,Female,24.65160849,2,0.73255814,4,1,1,129,Online Ad,0,Highlands Ranch,STUDIO_014,"1493 PARK CENTRAL DR, Highlands Ranch, CO 80129"
M0631,54,Region_6,Male,45.48117728,48,1.076923077,4,0,1,169,Partnership,0,Castle Rock,STUDIO_015,"3990 LIMELIGHT AVE, Castle Rock, CO 80109"
M0632,51,Region_5,Female,28.65434634,16,2.307692308,4,1,1,229,Social Media,1,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M0633,50,Region_4,Female,31.63039014,22,1.961538462,4,0,1,229,Walk-in,1,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0634,28,Region_3,Female,26.87474333,1,0.816666667,4,1,1,129,Friend,1,Denver Highlands,STUDIO_005,"3300 W 32ND AVENUE, Denver, CO 80211"
M0635,70,Region_2,Female,54.50787132,38,3.153846154,4,1,1,169,Community Event,1,Denver Highlands,STUDIO_005,"3300 W 32ND AVENUE, Denver, CO 80211"
M0636,29,Region_8,Female,51.56741958,9,0.5,4,1,1,129,Walk-in,1,Cherry Knolls,STUDIO_012,"6860 S University Blvd, Littleton, CO 80122"
M0637,66,Region_4,Non-binary,45.31416838,48,2.269230769,4,1,1,229,Online Ad,0,Lowry,STUDIO_009,"200 QUEBEC ST, Denver, CO 80230"
M0638,33,Region_0,Male,43.69336071,11,0.807692308,4,1,1,229,Partnership,1,Lowry,STUDIO_009,"200 QUEBEC ST, Denver, CO 80230"
M0639,76,Region_4,Non-binary,26.32443532,33,4.038461538,4,1,1,229,Partnership,0,Broomfield,STUDIO_001,"1285 E 1ST AVENUE, Broomfield, CO 80020"
M0640,35,Region_2,Female,39.27994524,11,0.961538462,4,1,1,169,Friend,1,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M0641,90,Region_1,Non-binary,62.86105407,60,4.076923077,4,1,1,229,Walk-in,0,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
M0642,58,Region_7,Male,50.66392882,53,1.230769231,4,1,1,229,Partnership,0,Uptown Denver,STUDIO_004,"450 E. 17TH AVE, Denver, CO 80203"
